,portRet,turnover,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
11/28/2008,-0.104571646,0.31633484,-0.41102309,-0.199189379,0.051222401,0.072111815,0.147149626,0.199189379,0.895428354,3093.324008,5633.618294,-2540.294285,-0.450917004
12/31/2008,0.032000181,0.330254771,-0.383955969,-0.199189379,0.051222401,0.074805239,0.147149626,0.199189379,1.032000181,3192.310935,5633.618294,-2441.307358,-0.433346249
1/30/2009,-0.081508292,0.326340641,-0.409736494,-0.199189379,0.051222401,0.075918164,0.147149626,0.199189379,0.918491708,2932.111125,5633.618294,-2701.507169,-0.479533229
2/27/2009,-0.119868254,0.32805519,-0.467280473,-0.199189379,0.051222401,0.079068618,0.15556276,0.199189379,0.880131746,2580.644085,5633.618294,-3052.974209,-0.541920672
3/31/2009,0.116552593,0.345093787,-0.396245694,-0.199189379,0.116552593,0.092107004,0.15556276,0.199189379,1.116552593,2881.424844,5633.618294,-2752.193449,-0.488530338
4/30/2009,0.172078574,0.322270433,-0.326833708,-0.199189379,0.172078574,0.10789646,0.15556276,0.199189379,1.172078574,3377.256321,5633.618294,-2256.361972,-0.400517368
5/29/2009,0.055076603,0.316968273,-0.306566984,-0.199189379,0.172078574,0.109582505,0.15556276,0.199189379,1.055076603,3563.264128,5633.618294,-2070.354166,-0.367499901
6/30/2009,-0.003336228,0.325985936,-0.230947226,-0.199189379,0.172078574,0.106952427,0.15556276,0.199189379,0.996663772,3551.376265,5633.618294,-2082.242029,-0.369610066
7/31/2009,0.093312949,0.315598381,-0.162040109,-0.199189379,0.172078574,0.11150968,0.15556276,0.199189379,1.093312949,3882.765657,5633.618294,-1750.852636,-0.310786522
8/31/2009,0.052094949,0.310011709,-0.143966492,-0.199189379,0.172078574,0.112391058,0.15556276,0.199189379,1.052094949,4085.038137,5633.618294,-1548.580157,-0.274881981
9/30/2009,0.042553699,0.335180171,-0.012743951,-0.199189379,0.172078574,0.109488846,0.15556276,0.199189379,1.042553699,4258.871622,5633.618294,-1374.746672,-0.244025527
10/30/2009,-0.035574585,0.355451588,0.188963783,-0.119868254,0.172078574,0.090312119,0.11145512,0.119868254,0.964425415,4107.364033,5633.618294,-1526.254261,-0.270919005
11/30/2009,0.05327088,0.339715873,0.398549559,-0.119868254,0.172078574,0.081903029,0.098770275,0.119868254,1.05327088,4326.166928,5633.618294,-1307.451366,-0.232080219
12/31/2009,0.041813732,0.298286234,0.411848721,-0.119868254,0.172078574,0.081958674,0.098770275,0.119868254,1.041813732,4507.060111,5633.618294,-1126.558183,-0.199970627
1/29/2010,-0.029155302,0.313682377,0.492322502,-0.119868254,0.172078574,0.076571643,0.073506736,0.119868254,0.970844698,4375.655411,5633.618294,-1257.962882,-0.223295725
2/26/2010,0.042147716,0.331211954,0.767031464,-0.035574585,0.172078574,0.058672189,0.032043979,0.035574585,1.042147716,4560.079295,5633.618294,-1073.538999,-0.190559414
3/31/2010,0.06896686,0.330297546,0.691723334,-0.035574585,0.172078574,0.055280364,0.032043979,0.035574585,1.06896686,4874.573645,5633.618294,-759.0446484,-0.134734838
